Symbol,Company,DividendScore,FinancialScore,ProfitScore,TotalScore,MarketCap,Problem,AvgGrowthRate,CumulativeDividend
9845.T,Parker Corporation,37,25,25,87,35915776000.0,,0.18882129752790447,
9740.T,"Central Security Patrols Co., Ltd.",37,25,25,87,39204798464.0,,0.07314814814814816,
3092.T,"ZOZO, Inc.",35,22,30,87,1025781006336.0,現金比率低い,0.27684087658085427,
9887.T,"Matsuya Foods Holdings Co., Ltd.",32,30,25,87,110593728512.0,,-0.0044444444444444444,
6645.T,OMRON Corporation,40,30,17,87,1288512471040.0,,0.048884445302361086,累進
6777.T,santec Holdings Corporation,35,22,30,87,230621052928.0,現金比率低い,0.403012728012728,
6809.T,TOA Corporation,35,27,25,87,61897420800.0,,0.14205038118081595,
6674.T,GS Yuasa Corporation,35,22,30,87,529987108864.0,現金比率低い,0.08465608465608465,
2379.T,DIP Corporation,36,27,24,87,95128903680.0,配当性向70%以上2回,0.12807234540031434,
2371.T,"Kakaku.com, Inc.",35,22,30,87,730807205888.0,現金比率低い,0.1131889516312441,
6503.T,Mitsubishi Electric Corporation,35,22,30,87,11298371796992.0,現金比率低い,0.08702809089282519,
6332.T,"Tsukishima Holdings Co., Ltd.",35,22,30,87,113259503616.0,,0.1356963066298105,
6287.T,Sato Corporation,35,27,25,87,93563002880.0,,0.031039569280004883,
2186.T,Sobal Corporation,37,20,30,87,7088378880.0,,0.055702491058561523,
2136.T,HIP Corporation,37,20,30,87,5403371008.0,,0.19037037037037038,
5268.T,"Asahi Concrete Works Co., Ltd.",37,25,25,87,11129789440.0,,0.045821462488129155,
4752.T,Showa System Engineering Corporation,37,20,30,87,6747087872.0,,0.1549038389302081,
7749.T,"Medikit Co.,Ltd.",35,27,25,87,41914060800.0,,0.14021164021164023,
4901.T,FUJIFILM Holdings Corporation,40,22,25,87,4135724253184.0,現金比率低い,0.13623374039863473,累進
7550.T,"Zensho Holdings Co., Ltd.",40,17,30,87,1813396979712.0,現金比率低い,0.2151248284352785,累進
7235.T,"Tokyo Radiator Mfg.Co.,Ltd.",37,25,25,87,15100913664.0,,0.2314461682108741,
2209.T,"Imuraya Group Co., Ltd.",40,17,30,87,30943264768.0,現金比率低い,0.06862471070044703,累進
5444.T,"Yamato Kogyo Co., Ltd.",35,30,22,87,755270418432.0,,0.33333333333333337,
5970.T,G-Tekt Corporation,40,30,17,87,101166145536.0,,0.12033561905958834,累進
6301.T,Komatsu Ltd.,35,22,30,87,6670562361344.0,現金比率低い,0.19797633531826142,
2220.T,"Kameda Seika Co.,Ltd.",40,27,20,87,87283826688.0,ROE低い,0.05437854188949553,累進
6488.T,Yoshitake Inc.,37,25,25,87,13290134528.0,,0.15304603348720996,
2907.T,"Ahjikan Co., Ltd.",37,25,25,87,11452733440.0,,0.12916666666666668,
8022.T,Mizuno Corporation,35,22,30,87,311837425664.0,,0.19908635310762657,
1942.T,"Kandenko Co.,Ltd.",35,22,30,87,1153683816448.0,現金比率低い,0.26241174801125217,
2733.T,Arata Corporation,40,22,25,87,90956226560.0,,0.15594418391268894,累進
2730.T,EDION Corporation,40,22,25,87,267627216896.0,現金比率低い,0.08597091076583036,累進
4204.T,"Sekisui Chemical Co., Ltd.",40,22,25,87,1081984876544.0,現金比率低い,0.11204015059532477,累進
8769.T,"Advantage Risk Management Co., Ltd.",37,20,30,87,7961697792.0,,0.2985409652076319,
8131.T,"Mitsuuroko Group Holdings Co.,Ltd.",40,30,17,87,132513816576.0,,0.1585588221661039,累進
8030.T,"Chuo Gyorui Co., Ltd.",37,25,25,87,15577379840.0,,0.09259259259259259,
8006.T,"Yuasa Funashoku Co., Ltd.",37,25,25,87,26935263232.0,,0.05873015873015873,
4613.T,"Kansai Paint Co., Ltd.",37,25,25,87,510218043392.0,,0.12223005814269151,
8058.T,Mitsubishi Corporation,40,25,22,87,18146387820544.0,,0.2309482602664096,累進
8097.T,"San-Ai Obbli Co., Ltd.",40,30,17,87,154396491776.0,,0.2206488358662272,累進
1930.T,"Hokuriku Electrical Construction Co.,Ltd.",35,27,25,87,43123978240.0,,0.1764309729431276,
8014.T,"Chori Co., Ltd.",35,30,22,87,106468466688.0,,0.1973117128388142,
7840.T,"France Bed Holdings Co., Ltd.",35,27,25,87,44285366272.0,,0.056134555000371344,
7942.T,JSP Corporation,35,27,25,87,83731537920.0,,0.08125701459034791,
2802.T,"Ajinomoto Co., Inc.",35,22,30,87,5087000788992.0,現金比率低い,0.13692577124780514,
8876.T,"Relo Group, Inc.",37,20,30,87,343230119936.0,自己資本比率低い,0.14392090354214554,
1835.T,"Totetsu Kogyo Co., Ltd.",35,22,30,87,139661033472.0,,0.16183906351361038,
8850.T,Starts Corporation Inc.,35,30,22,87,222795710464.0,,0.11942787315892642,
8864.T,"Airport Facilities Co., Ltd.",40,27,20,87,48047235072.0,ROE低い,0.12252854358117515,累進
9006.T,Keikyu Corporation,37,25,25,87,412387639296.0,,0.11335081040963396,
3661.T,"m-up holdings, Inc.",40,17,30,87,58756022272.0,自己資本比率低い,0.15384800384800384,累進
2801.T,Kikkoman Corporation,35,22,30,87,1694980243456.0,現金比率低い,0.14987336980974308,
9312.T,"The Keihin Co., Ltd.",40,25,22,87,18763018240.0,,0.060317460317460325,累進
9301.T,Mitsubishi Logistics Corporation,35,30,22,87,522578984960.0,,0.2755377669627862,
1798.T,Moriya Corporation,40,17,30,87,12278691840.0,,0.08367928367928368,累進
3353.T,"Medical Ikkou Group Co.,Ltd.",37,25,25,87,10597183488.0,,0.15164306463326072,
9619.T,"Ichinen Holdings Co., Ltd.",35,22,30,87,65041563648.0,,0.09452440531324509,
9502.T,"Chubu Electric Power Company, Incorporated",40,30,17,87,2265425117184.0,,0.09629629629629628,累進
3392.T,"Delica Foods Holdings Co., Ltd.",37,20,30,87,13271079936.0,,0.08796296296296297,
2326.T,Digital Arts Inc.,35,27,24,86,61954199552.0,,0.21865780824114156,
6315.T,TOWA Corporation,37,30,19,86,170622009344.0,,0.3361111620902824,
6701.T,NEC Corporation,40,22,24,86,6638352203776.0,現金比率低い,0.10896772309815789,累進
6626.T,SEMITEC Corporation,37,25,24,86,21552549888.0,,0.3327920227920228,
9474.T,"Zenrin Co., Ltd.",40,27,19,86,49542737920.0,,0.07301052491599097,累進
4008.T,"Sumitomo Seika Chemicals Company, Limited.",40,27,19,86,98873835520.0,,0.12378547378547378,累進
9698.T,"Creo Co.,Ltd.",37,25,24,86,10427920384.0,,0.16608058608058607,
3150.T,"grems,Inc.",35,27,24,86,56932278272.0,,0.5427450110770624,
3835.T,"eBASE Co.,Ltd.",37,25,24,86,19423131648.0,,0.2798181517455955,
3551.T,Dynic Corporation,36,25,25,86,13226525696.0,,0.02592592592592593,
1861.T,"Kumagai Gumi Co.,Ltd.",40,22,24,86,221940498432.0,,0.2272825939492606,累進
1951.T,"EXEO Group, Inc.",40,22,24,86,546417967104.0,現金比率低い,0.12939327246611596,累進
4021.T,Nissan Chemical Corporation,40,22,24,86,1110540288000.0,現金比率低い,0.15379398628374782,累進
4462.T,"Ishihara Chemical Co., Ltd.",35,27,24,86,40642113536.0,,0.12298648761580283,
8157.T,"Tsuzuki Denki Co., Ltd.",35,27,24,86,78513438720.0,,0.24466939682220654,
1982.T,"Hibiya Engineering, Ltd.",40,22,24,86,125445718016.0,,0.09696326177213642,累進
8174.T,"Nippon Gas Co., Ltd.",40,22,24,86,324836851712.0,現金比率低い,0.2874852860611823,累進
4972.T,"Soken Chemical & Engineering Co., Ltd.",37,19,30,86,69284814848.0,現金比率低い,0.16290227946574698,
4832.T,"JFE Systems, Inc.",35,27,24,86,62850760704.0,,0.28661938649021756,
7715.T,"Nagano Keiki Co., Ltd.",35,27,24,86,76798492672.0,,0.12504436184683262,
6345.T,Aichi Corporation,40,27,19,86,95483248640.0,,0.16440669228111623,累進
5261.T,"RESOL HOLDINGS Co.,Ltd.",37,19,30,86,43178385408.0,現金比率低い,0.10714285714285715,
2270.T,"MEGMILK SNOW BRAND Co.,Ltd.",40,22,24,86,226614804480.0,現金比率低い,0.15740740740740738,累進
5351.T,"Shinagawa Refra Co., Ltd.",35,27,24,86,95373221888.0,,0.2707520874187541,
6961.T,Enplas Corporation,35,27,24,86,90136485888.0,,0.06658249158249158,
6981.T,"Murata Manufacturing Co., Ltd.",40,22,24,86,13270076358656.0,現金比率低い,0.10604848361922199,累進
4914.T,Takasago International Corporation,37,30,19,86,131814653952.0,,0.15110094548500347,
5906.T,"MK Seiko Co., Ltd.",37,25,24,86,10667133952.0,,0.03333333333333333,
4743.T,ITFOR Inc.,35,27,24,86,44087619584.0,,0.18193855296426303,
7743.T,"SEED Co.,Ltd.",40,20,25,85,23970502656.0,,0.08681256979491908,累進
2331.T,"Alsok Co.,Ltd.",35,30,20,85,592995876864.0,,0.11575664935896074,
6479.T,MINEBEA MITSUMI Inc.,35,30,20,85,1369440780288.0,,0.13830118142123646,
8158.T,"Soda Nikka Co., Ltd.",35,25,25,85,31199942656.0,,0.1654865132179107,
3778.T,SAKURA Internet Inc.,40,25,20,85,151693459456.0,配当性向70%以上2回/ROE低い,0.05661375661375661,累進
9069.T,"SENKO Group Holdings Co., Ltd.",40,20,25,85,377780076544.0,自己資本比率低い,0.09219658337305396,累進
3513.T,"Ichikawa Co., Ltd.",35,25,25,85,13736951808.0,,0.035897435897435895,
5279.T,"Nihon Kogyo Co., Ltd.",40,20,25,85,3561062400.0,,0.08703703703703704,累進
2179.T,"Seigakusha Co.,Ltd.",35,20,30,85,4765644288.0,,0.143917206835399,
7004.T,Kanadevia Corporation,40,20,25,85,202068901888.0,自己資本比率低い,0.09608158883521203,累進
6996.T,Nichicon Corporation,40,30,15,85,183275929600.0,減収傾向,0.06837179704826764,累進
7769.T,"Rhythm Co.,Ltd.",40,25,20,85,31806783488.0,ROE低い,0.11649866361206568,累進
8267.T,"Aeon Co., Ltd.",40,20,25,85,3762609717248.0,自己資本比率低い,0.03685088960158973,累進
2814.T,"Sato Foods Industries Co., Ltd.",40,25,20,85,13853660160.0,ROE低い,0.04502923976608187,累進
3796.T,"e-Seikatsu Co.,Ltd.",40,20,25,85,4403078656.0,,0.027777777777777776,累進
8935.T,"FJ Next Holdings Co., Ltd.",40,15,30,85,67371241472.0,営業CF合計マイナス,0.15611816004399126,累進
3580.T,"KOMATSU MATERE Co.,Ltd.",40,25,20,85,29162797056.0,ROE低い,0.09800384800384801,累進
2804.T,"Bull-Dog Sauce Co., Ltd.",35,25,25,85,22882848768.0,,0.10334190768973378,
8860.T,Fuji Corporation Limited,40,20,25,85,27468251136.0,,0.031433998100664766,累進
6863.T,Nireco Corporation,35,25,25,85,21408493568.0,,0.22123275271023746,
7628.T,Ohashi Technica Inc.,35,25,25,85,30871275520.0,,0.07016157026128357,
4471.T,"Sanyo Chemical Industries, Ltd.",40,30,15,85,147327664128.0,減収傾向,0.07638903411850272,累進
4620.T,"Fujikura Kasei Co., Ltd.",35,25,25,85,28100087808.0,,0.030753968253968256,
7634.T,"Hoshi Iryo-Sanki Co., Ltd.",35,25,25,85,16249480192.0,,0.08468938468938468,
4203.T,Sumitomo Bakelite Company Limited,35,30,20,85,660647706624.0,,0.1867424304472808,
2784.T,Alfresa Holdings Corporation,35,25,25,85,409056247808.0,,0.07792864106390825,
9068.T,"Maruzen Showa Unyu Co., Ltd.",35,30,19,84,143433711616.0,,0.17825528874171218,
3402.T,"Toray Industries, Inc.",35,30,19,84,1917695688704.0,,0.04427624753605145,
9658.T,Business Brain Showa-Ota Inc.,40,25,19,84,36352602112.0,,0.2602589266038559,累進
2923.T,"Sato Foods Co., Ltd.",37,17,30,84,39794089984.0,現金比率低い,0.18166786874252197,
1717.T,Meiho Facility Works Ltd.,37,17,30,84,11194241024.0,,0.25216405902452416,
9534.T,"Hokkaido Gas Co., Ltd.",35,27,22,84,78440849408.0,,0.15991784716722057,
3393.T,"Startia Holdings,Inc.",35,25,24,84,28750047232.0,,0.5045763407372217,
3399.T,Maruchiyo Yamaokaya Corporation,40,19,25,84,79488270336.0,現金比率低い,0.11031746031746031,累進
2674.T,"Hard Off Corporation Co.,Ltd.",37,17,30,84,37551214592.0,現金比率低い,0.09009328877749928,
1799.T,Daiichi Kensetsu Corporation,40,19,25,84,59407413248.0,,0.21631333445058937,累進
8630.T,"Sompo Holdings, Inc.",40,20,24,84,6144063963136.0,自己資本比率低い,0.21601015186851136,累進
1904.T,"Taisei Oncho Co., Ltd.",35,25,24,84,31972651008.0,,0.2352338570124017,
8041.T,OUG Holdings Inc.,37,17,30,84,25287694336.0,現金比率低い,0.06169312169312169,
4528.T,"Ono Pharmaceutical Co., Ltd.",35,30,19,84,1167954542592.0,,0.09098640393352009,
7981.T,"Takara Standard Co.,Ltd.",37,22,25,84,201071673344.0,,0.10778158553116451,
7990.T,"Globeride, Inc.",40,27,17,84,52718649344.0,,0.16295057599405427,累進
8031.T,"Mitsui & Co., Ltd.",40,22,22,84,14732111118336.0,現金比率低い,0.1656042536344394,累進
8275.T,Forval Corporation,40,25,19,84,26008936448.0,,0.07871921632344193,累進
9306.T,"Toyo Logistics Co., Ltd.",40,25,19,84,15164907520.0,,0.07194079601368604,累進
9368.T,"Kimura Unity Co., Ltd.",40,25,19,84,39275405312.0,,0.21420579611417973,累進
9059.T,"Kanda Holdings Co.,Ltd.",40,25,19,84,19732998144.0,,0.08201859868526534,累進
4464.T,SOFT99corporation,40,27,17,84,76014977024.0,,0.09987252689710385,累進
4362.T,"Nippon Fine Chemical Co., Ltd.",40,27,17,84,60327624704.0,,0.15978336664626927,累進
1870.T,"Yahagi Construction Co.,Ltd.",35,19,30,84,97072455680.0,,0.15950716706435658,
7966.T,LINTEC Corporation,35,30,19,84,330187079680.0,,0.06644330782971826,
7490.T,"Nissin Shoji Co.,Ltd.",35,25,24,84,14614639616.0,,0.04462081128747795,
6368.T,Organo Corporation,40,14,30,84,598460268544.0,現金比率低い,0.37134851125974594,累進
6384.T,"Showa Shinku Co., Ltd.",40,25,19,84,10588322816.0,,0.07407407407407407,累進
7456.T,"MATSUDA SANGYO Co., Ltd.",40,14,30,84,184252792832.0,現金比率低い,0.14329469449543342,累進
7239.T,"TACHI-S Co., Ltd.",35,27,22,84,82266308608.0,,0.34938349724935663,
6183.T,"BELLSYSTEM24 Holdings, Inc.",40,22,22,84,103339991040.0,現金比率低い,0.06277981277981277,累進
6928.T,"Enomoto Co., Ltd.",40,25,19,84,20188643328.0,,0.21727716727716725,累進
6089.T,"Will Group, Inc.",40,20,24,84,27403681792.0,,0.19086162645412436,累進
6995.T,"Tokai Rika Co., Ltd.",35,30,19,84,283103526912.0,,0.0737231182795699,
9842.T,Arclands Corporation,40,25,19,84,117353390080.0,,0.05661375661375661,累進
6363.T,"Torishima Pump Mfg. Co., Ltd.",35,19,30,84,78212849664.0,,0.18636228182205195,
2425.T,"Care Service Co.,Ltd.",40,20,24,84,2545232384.0,,0.14451672026835427,累進
6676.T,Buffalo Inc.,35,27,22,84,75106598912.0,,0.15925925925925927,
9993.T,"Yamazawa Co., Ltd.",34,25,25,84,11889010688.0,,-0.020202020202020204,
1379.T,Hokuto Corporation,32,27,25,84,68288516096.0,,-0.009259259259259257,
9769.T,"Gakkyusha Co.,Ltd.",35,25,24,84,28529006592.0,,0.07213713808541394,
3101.T,"Toyobo Co., Ltd.",40,25,19,84,156457975808.0,,0.015873015873015872,累進
2479.T,JTEC Corporation,40,20,24,84,2062964736.0,,0.5555555555555556,累進
5714.T,"Dowa Holdings Co., Ltd.",40,22,22,84,603312422912.0,現金比率低い,0.06420252911480981,累進
7240.T,NOK Corporation,35,30,19,84,492896321536.0,,0.15568783068783068,
7444.T,"Harima-Kyowa Co.,LTD.",40,25,19,84,10733062144.0,,0.07900084191269473,累進
7512.T,Aeon Hokkaido Corporation,37,17,30,84,119231389696.0,現金比率低い,0.0821350762527233,
7608.T,"SK Japan Co.,Ltd.",37,17,30,84,14277330944.0,,0.26984589484589483,
7259.T,Aisin Corporation,35,30,19,84,1625413648384.0,,0.13091864397637532,
5715.T,"Furukawa Co.,Ltd.",35,30,19,84,146749620224.0,,0.05816993464052286,
2749.T,"Jp-Holdings,Inc.",37,27,20,84,57377779712.0,,0.14796774796774798,
4401.T,Adeka Corporation,35,30,19,84,463060271104.0,,0.15311214595750014,
1934.T,Yurtec Corporation,35,30,19,84,183119036416.0,,0.21525504938817633,
4619.T,"Nihon Tokushu Toryo Co., Ltd.",37,27,19,83,58020286464.0,,0.1481186064547802,
4547.T,"Kissei Pharmaceutical Co., Ltd.",40,18,25,83,170034135040.0,営業CF合計マイナス,0.11458258912607927,累進
6652.T,IDEC Corporation,31,30,22,83,109964640256.0,配当性向70%以上2回,0.18534868598698387,
6323.T,Rorze Corporation,37,22,24,83,681760194560.0,,0.37286083928596,
1433.T,"Besterra Co., Ltd.",40,13,30,83,11501461504.0,営業CF合計マイナス,0.21272145336414425,累進
4369.T,Tri Chemical Laboratories Inc.,40,19,24,83,99927515136.0,現金比率低い,0.3766914492489205,累進
1921.T,Tomoe Corporation,37,27,19,83,66624929792.0,,0.16693121693121693,
7914.T,"Kyodo Printing Co., Ltd.",37,27,19,83,48942997504.0,,0.15094797178130515,
7730.T,"Mani, Inc.",40,12,30,82,153565560832.0,,0.16977262511644609,累進
7532.T,Pan Pacific International Holdings Corporation,40,12,30,82,2321628790784.0,,0.2613183304359775,累進
4746.T,"Toukei Computer Co., Ltd.",40,12,30,82,129055531008.0,,0.20115368809228457,累進
4812.T,Dentsu Soken Inc.,40,12,30,82,556848906240.0,,0.19054884978884645,累進
4768.T,Otsuka Corporation,40,12,30,82,1393564319744.0,,0.1328727429096852,累進
2503.T,"Kirin Holdings Company, Limited",40,12,30,82,2439283998720.0,,0.07683192026188948,累進
5021.T,"Cosmo Energy Holdings Co., Ltd.",40,20,22,82,691210616832.0,自己資本比率低い,0.3062830687830688,累進
5105.T,Toyo Tire Corporation,40,12,30,82,590944403456.0,,0.14165042235217673,累進
6307.T,"Sansei Co.,Ltd.",40,12,30,82,3831502336.0,,0.07574277574277574,累進
5857.T,"ARE Holdings, Inc.",35,17,30,82,351513083904.0,現金比率低い,0.1559327195633331,
4828.T,Business Engineering Corporation,35,27,20,82,86070075392.0,,0.3877148071730962,
5101.T,"The Yokohama Rubber Company, Limited",40,12,30,82,1173009465344.0,,0.11803513893087625,累進
7593.T,"Vt Holdings Co.,Ltd.",40,17,25,82,63126556672.0,自己資本比率低い,0.04670408290229119,累進
2267.T,"Yakult Honsha Co.,Ltd.",35,30,17,82,823218864128.0,,0.14761917796359414,
3023.T,Rasa Corporation,35,25,22,82,21796857856.0,,0.23058882357522936,
9984.T,SoftBank Group Corp.,40,12,30,82,29987736387584.0,自己資本比率低い,0.09517657192075796,累進
6616.T,Torex Semiconductor Ltd.,35,25,22,82,20792168448.0,,0.06934947768281102,
9908.T,"Nihon Denkei Co., Ltd.",35,17,30,82,33446178816.0,,0.16774817924416982,
9846.T,"Tenmaya Store Co., Ltd.",40,17,25,82,11339509760.0,現金比率低い,0.13232323232323231,累進
3064.T,"MonotaRO Co., Ltd.",40,12,30,82,935351353344.0,,0.25862237795745374,累進
9746.T,TKC Corporation,40,12,30,82,204097830912.0,,0.12277783944450611,累進
9994.T,Yamaya Corporation,40,25,17,82,22376513536.0,,0.0742079968222295,累進
6648.T,Kawaden Corporation,37,25,20,82,27242340352.0,ROE低い,0.1422735760971055,
6861.T,Keyence Corporation,40,22,20,82,19954967511040.0,現金比率低い,0.30014245014245017,累進
6849.T,Nihon Kohden Corporation,35,22,25,82,244837761024.0,,0.08600075435743555,
6741.T,"Nippon Signal Co., Ltd.",40,22,20,82,116633673728.0,現金比率低い,0.09125127190912925,累進
7022.T,Sanoyas Holdings Corporation,40,12,30,82,10473050112.0,,0.05555555555555555,累進
5602.T,"Kurimoto,Ltd.",35,22,25,82,107790024704.0,,0.3045889758389759,
7475.T,"ALBIS Co.,Ltd.",37,25,20,82,21097154560.0,ROE低い,0.018518518518518517,
4047.T,"Kanto Denka Kogyo Co., Ltd.",35,30,17,82,132831739904.0,,0.13756613756613756,
8411.T,"Mizuho Financial Group, Inc.",40,12,30,82,21131006312448.0,自己資本比率低い,0.08283617194907517,累進
1911.T,"Sumitomo Forestry Co., Ltd.",40,12,30,82,821663629312.0,,0.23667540910737694,累進
4216.T,Asahi Yukizai Corporation,40,30,12,82,111951994880.0,ROE低い,0.17130647130647128,累進
1914.T,"Japan Foundation Engineering Co., Ltd.",40,25,17,82,14962556928.0,,0.14230769230769233,累進
4722.T,Future Corporation,40,12,30,82,216990072832.0,,0.16305109165403284,累進
4578.T,"Otsuka Holdings Co., Ltd.",40,12,30,82,6509624295424.0,,0.03973063973063973,累進
8001.T,ITOCHU Corporation,35,17,30,82,15017827106816.0,現金比率低い,0.16591045851443942,
7846.T,Pilot Corporation,40,12,30,82,224143048704.0,,0.2170708419909311,累進
4625.T,"Atomix Co.,Ltd.",37,20,25,82,4537032192.0,,0.014814814814814815,
4680.T,Round One Corporation,40,20,22,82,351329320960.0,自己資本比率低い,0.1303975388988132,累進
4633.T,Sakata INX Corporation,40,12,30,82,131142787072.0,,0.17724867724867727,累進
9009.T,"Keisei Electric Railway Co., Ltd.",35,22,25,82,654398652416.0,現金比率低い,0.24070810000326176,
9042.T,"Hankyu Hanshin Holdings, Inc.",40,17,25,82,1096261042176.0,現金比率低い,0.10083774250440916,累進
3865.T,Hokuetsu Corporation,40,30,12,82,143928573952.0,ROE低い,0.08412020078686745,累進
8830.T,"Sumitomo Realty & Development Co., Ltd.",40,17,25,82,3133830070272.0,現金比率低い,0.15019051048774099,累進
9305.T,Yamatane Corporation,35,22,25,82,43538944000.0,,0.16429974346641013,
9311.T,Asagami Corporation,40,25,17,82,10948469760.0,,0.022222222222222223,累進
2816.T,"Daisho Co.,Ltd.",32,25,25,82,13658557440.0,,-0.015873015873015872,
3762.T,TechMatrix Corporation,35,17,30,82,99869786112.0,自己資本比率低い,0.29615850570434615,
3766.T,"Systems Design Co., Ltd.",37,20,25,82,4809809920.0,,0.18359449192782526,
9433.T,KDDI Corporation,40,12,30,82,11117026869248.0,現金比率低い/自己資本比率低い,0.08575096118955768,累進
3622.T,Netyear Group Corporation,40,20,22,82,3520440064.0,,0.0903010033444816,累進
9267.T,"Genky DrugStores Co., Ltd.",40,12,30,82,107591278592.0,,0.05206349206349206,累進
3361.T,"Toell Co.,Ltd.",40,25,17,82,16592202752.0,,0.0537037037037037,累進
